32.88299,24.10775,16.516918,14.65615,16.256189,29.944741,39.045196,89.637704,6247,4190,3173,2515,2463,4946,6020,188,192,137,123,127,100,149,189,1,0
29.598881,22.303307,18.572388,10.205888,13.5643,17.667557,27.014644,61.844974,4751,3399,2643,1643,2097,3181,4611,87,135,109,102,80,95,117,156,1,0
26.081902,18.156331,13.423612,8.114296,11.260152,20.582152,21.339655,50.988491,4263,2975,1891,1236,1856,3463,3520,66,142,110,84,61,95,108,144,1,0
24.54695,20.167463,15.050631,11.253732,12.573378,27.506107,28.38491,43.661383,4224,3412,2641,1690,2051,3205,4134,54,145,110,108,72,85,120,140,1,0
21.349308,21.011948,17.43666,12.275245,10.707036,31.015432,28.12993,38.415695,3432,3022,2805,1641,1471,3545,3331,46,134,103,102,67,73,109,136,1,0
18.682796,11.48751,12.265297,7.096021,10.331328,21.25726,20.516428,34.597885,2814,1900,2030,1090,1461,3017,3509,41,123,87,84,46,68,90,125,1,0
20.800438,16.864696,12.483661,7.919024,12.576795,25.615433,21.021102,31.680257,2578,2623,1747,1124,1880,3200,3063,36,115,82,73,46,83,106,100,1,0
24.006632,22.12244,14.87454,8.217621,12.666701,23.734534,23.747204,29.15151,3526,3682,2784,1571,2277,3890,3708,34,150,120,105,83,102,120,141,1,0
19.381199,16.071799,12.275643,8.465117,13.232078,18.354847,20.582627,27.2164,2861,2526,2182,1378,1999,2988,3324,30,123,97,92,71,84,116,128,1,0
18.811098,16.649301,12.171945,7.60769,16.559788,21.625677,20.344446,25.571438,2995,2487,2050,1280,2244,3386,3013,29,125,108,87,65,82,110,110,1,0
19.928191,20.521949,12.351145,7.010177,16.114641,14.65575,18.152727,24.102807,3343,2928,2017,1158,2510,3030,3064,27,136,103,89,64,101,114,132,1,0
20.829057,18.979018,14.162078,5.894416,11.658554,13.642978,18.261929,22.573924,3843,3747,2723,1219,2298,2830,3570,26,168,143,96,65,95,111,145,1,0
18.476548,16.971771,10.892138,5.962611,13.617831,22.435063,16.143461,21.363758,3053,2706,1825,1010,1811,2831,2463,23,132,97,71,47,70,81,105,1,0
14.349094,17.116387,13.074456,6.137105,10.315719,17.785451,15.011389,20.25164,2239,2563,1807,871,1334,2393,2049,22,102,89,65,41,58,80,85,1,0
15.905605,15.20286,8.776522,7.223281,8.884568,19.097049,17.111651,19.277578,2459,2686,1524,1189,1356,2284,2213,21,102,99,81,50,66,83,94,1,0
17.566559,13.60104,10.194687,6.526089,12.445585,16.816507,17.118156,18.339038,2870,2342,1816,1176,1820,2565,2901,20,116,95,76,48,74,95,117,1,0
12.157575,16.133779,13.925093,6.944253,8.533596,11.475177,10.984897,17.357118,1505,1838,1357,777,1186,1647,1651,19,68,71,52,41,52,59,75,1,0
17.230458,20.645776,14.292768,6.902785,12.091125,17.047383,16.248738,16.842851,3107,3413,2280,1141,1832,2769,2473,18,138,119,91,53,79,97,105,1,0
17.654784,18.219688,13.972909,7.230172,10.512177,19.571134,14.612107,16.021104,2975,3198,1934,1213,1547,2869,2454,18,119,110,80,61,78,103,114,1,0
16.923945,19.283251,15.675855,7.572566,11.373712,18.380633,15.814908,15.338244,2969,3388,2692,1317,1992,2876,2948,17,127,111,98,65,81,116,126,1,0
17.891655,17.594222,13.274741,5.421672,10.629686,14.580394,13.918779,14.695742,2716,2906,2284,984,1710,2541,2609,16,118,113,78,38,74,92,118,1,0
19.565645,24.560552,13.751349,6.926653,8.421397,16.113853,14.889699,13.972629,3311,4090,2500,1191,1336,2705,2439,14,138,144,98,60,65,87,108,1,0
13.648346,18.028515,10.524711,6.452198,11.844286,19.323621,15.066649,13.402425,2454,3359,2047,1276,2029,2886,2802,15,114,106,80,56,83,112,131,1,0
17.853133,20.844945,11.502208,5.597502,5.545092,11.540097,9.088648,12.974585,2768,3154,2010,875,868,1411,1387,13,106,106,69,41,36,54,62,1,0
13.358562,16.769229,9.011819,6.385561,14.661147,22.568472,16.86238,12.460093,2581,3036,1810,1281,2301,3360,3311,14,112,109,83,68,92,114,126,1,0
21.216103,17.133552,10.568231,6.084368,7.707418,20.666814,11.924731,11.97654,3246,2963,1904,1097,1234,2258,1915,12,121,117,86,57,54,70,67,1,0
10.792159,14.182612,8.914415,5.65461,11.235494,13.824938,13.659575,11.603138,1772,2412,1287,994,1741,2440,2456,13,70,92,56,50,76,101,107,1,0
21.185149,16.646954,12.257571,7.0759,8.969458,23.644255,12.519906,10.978495,3941,3279,2320,1553,1545,3355,2533,11,159,134,102,79,62,115,113,1,0
18.07747,14.797461,8.235427,4.665364,7.378045,16.709781,8.691771,10.978495,2305,2053,1148,681,815,1434,1081,11,93,83,52,26,34,49,50,1,0
10.52369,12.131603,8.214769,7.52379,18.448249,18.684991,14.790001,10.471781,2164,2332,1792,1378,2253,2890,2962,12,108,97,92,55,94,105,125,1,0
17.093836,19.112792,15.569401,6.680633,7.706151,21.022635,14.424033,9.98045,3248,3784,3179,1458,1650,3574,2808,10,158,125,122,69,76,103,123,1,0
21.265344,15.963459,13.199121,6.366109,6.553118,11.830179,12.261872,9.98045,2204,2214,1606,767,816,1454,1500,10,90,93,65,26,31,61,63,1,0
8.836072,11.304037,7.696006,4.671849,11.647492,11.650593,14.473575,9.482818,1914,2268,1627,994,2066,2118,3064,11,95,87,69,45,93,102,130,1,0
13.448542,17.464417,12.871359,5.335978,6.320848,16.345572,12.792057,8.982405,2905,3306,2391,1119,1231,2848,2512,9,154,127,101,52,62,124,125,1,0
18.785747,20.61657,15.222568,5.21304,12.212155,11.459167,8.545032,8.982405,2761,2884,1910,786,975,1435,1260,9,126,106,77,33,30,58,48,1,0
11.731951,9.638384,3.71494,4.970617,17.620789,10.439184,14.741987,8.967607,1251,856,429,539,1302,1108,1475,10,60,34,10,16,38,48,56,1,0
13.370911,14.021677,12.168575,6.46958,12.579979,18.946677,16.878125,8.155112,2788,3125,2910,1474,2447,3690,3445,10,133,113,125,76,100,136,165,1,0
14.573293,16.830149,13.121726,6.893158,8.44502,18.075471,13.875915,7.98436,3036,3598,3089,1412,1493,3097,2296,8,152,129,127,74,51,105,96,1,0
18.998972,17.146257,12.163277,5.69059,9.891896,10.814487,11.119556,7.98436,2967,2377,1856,893,853,1213,1181,8,132,93,75,44,30,56,47,1,0
31.610885,30.997196,28.862416,29.037254,26.443779,30.783296,32.515411,51.165441,2610,2466,1615,1760,1293,2163,2135,242,113,117,74,80,53,70,64,3,1
11.704867,11.878947,6.82682,7.61231,6.636341,11.384182,8.808842,10.500558,1877,1716,1246,1157,1092,1511,1245,17,102,102,66,49,52,66,58,1,1
14.464598,14.248218,8.535656,6.780602,5.9207,8.486202,8.018777,7.984115,2067,2262,1349,1025,972,1297,1272,11,103,119,84,52,33,61,64,1,1
14.608163,13.281801,8.734249,7.39906,5.336161,9.659435,7.519376,6.504506,2024,1837,1257,1030,743,1528,1110,8,103,94,75,49,31,71,57,1,1
12.139247,13.490882,8.673437,5.976517,7.755668,8.995333,9.366663,5.417528,1644,1980,1421,992,1088,1309,1309,7,82,98,78,42,41,62,53,0,1
14.266643,14.102651,7.094645,6.784777,7.083211,8.277417,7.657589,4.917483,1476,2030,943,871,765,1120,1051,6,76,106,48,38,30,54,48,0,1
9.405887,9.000977,6.17233,6.016254,5.545268,7.860602,7.285205,4.100781,1510,1656,1167,1111,1012,1419,1408,6,71,82,61,50,44,60,63,0,1
8.783085,14.933773,8.347904,5.135089,4.230655,6.912257,4.509322,3.99218,1094,1806,844,575,490,660,484,4,54,91,45,19,16,25,22,0,1
9.449392,10.878412,6.030359,4.394154,5.116991,7.132261,4.959012,3.644881,1457,1712,1134,838,1025,1234,859,5,61,103,48,29,41,60,37,0,1
8.506087,10.483339,7.168862,5.707554,4.263764,11.859941,6.31683,2.994135,1497,2089,1463,1224,777,1675,1116,3,68,111,77,67,22,64,53,0,1
13.671937,12.886448,12.231731,4.635124,3.444311,3.704147,4.525751,2.994135,1474,1649,1174,578,406,401,531,3,72,91,55,25,11,11,26,0,1
10.437968,15.746341,5.570219,3.649165,3.348274,3.577272,2.692582,2.994135,1160,2034,660,473,421,422,372,3,47,101,29,8,7,9,11,0,1
6.108875,13.987229,5.682862,4.279539,6.861635,8.191674,5.253533,2.77052,914,1813,813,720,1242,1520,1090,4,39,81,33,26,46,67,45,0,1
7.346077,8.853848,6.964755,4.694786,6.341825,10.680462,5.740311,1.99609,1534,2012,1699,1222,1434,2015,1304,2,63,88,76,55,52,88,56,0,1
12.1113,11.331821,7.58751,6.070066,3.660121,3.297726,4.17746,1.99609,1517,1606,1044,993,595,531,642,2,70,88,45,48,16,15,28,0,1
12.620977,14.331592,12.790301,3.902373,2.97023,5.630379,3.455634,1.99609,1452,1850,1289,481,370,582,457,2,72,99,72,17,5,22,13,0,1
5.725491,13.295617,5.612312,3.465511,2.859332,2.712817,2.594691,1.99609,804,1733,775,531,377,382,364,2,31,104,37,16,6,6,6,0,1
5.974229,12.568251,5.743373,3.457047,2.702719,3.525299,2.809373,1.99609,789,1450,723,443,343,401,387,2,36,81,31,9,5,11,5,0,1
6.749711,10.067933,4.593856,4.467329,7.136367,9.764812,6.234355,1.336828,1381,2275,1324,1129,1739,2177,1449,3,58,109,51,35,77,96,67,0,1
9.470039,8.050378,7.463322,6.00862,4.515598,12.522324,5.448624,0.998045,1648,1559,1352,1171,847,1795,989,1,81,77,60,54,26,76,45,0,1
10.227586,10.513106,5.404895,5.926635,3.576999,2.347705,3.600944,0.998045,1268,1458,710,866,485,328,475,1,46,88,30,36,10,4,15,0,1
12.390615,10.908623,10.647586,3.496092,2.608205,4.434418,3.719144,0.998045,1168,840,967,345,246,371,394,1,51,50,57,10,5,11,11,0,1
7.541552,11.27783,6.829823,3.389437,3.185661,4.105779,2.754613,0.998045,1052,1519,839,528,451,526,365,1,59,88,42,13,10,15,10,0,1
5.217346,13.619552,5.015406,3.313384,2.922167,3.094223,2.070062,0.998045,748,1666,631,433,428,412,291,1,38,96,26,5,9,6,0,0,1
4.642913,15.065612,6.284281,2.647227,2.346041,2.857624,2.249566,0.998045,579,1822,671,314,246,315,277,1,22,92,31,3,0,4,3,0,1
6.458854,13.655928,5.339454,4.803766,7.348735,9.093911,5.792978,0.80161,833,1606,978,838,1583,1834,1300,2,33,74,42,27,84,84,70,0,1
5.372274,8.673325,8.412579,6.126116,6.020311,11.111298,6.082441,0,1073,2008,1795,1185,1375,2001,1282,0,32,96,75,38,71,89,63,0,1
