6247,4190,3173,2515,2463,4946,6020,188,32.88299,24.10775,16.516918,14.65615,16.256189,29.944741,39.045196,89.637704,192,137,123,127,100,149,189,1,?
4751,3399,2643,1643,2097,3181,4611,87,29.598881,22.303307,18.572388,10.205888,13.5643,17.667557,27.014644,61.844974,135,109,102,80,95,117,156,1,?
4263,2975,1891,1236,1856,3463,3520,66,26.081902,18.156331,13.423612,8.114296,11.260152,20.582152,21.339655,50.988491,142,110,84,61,95,108,144,1,?
4224,3412,2641,1690,2051,3205,4134,54,24.54695,20.167463,15.050631,11.253732,12.573378,27.506107,28.38491,43.661383,145,110,108,72,85,120,140,1,?
3432,3022,2805,1641,1471,3545,3331,46,21.349308,21.011948,17.43666,12.275245,10.707036,31.015432,28.12993,38.415695,134,103,102,67,73,109,136,1,?
2814,1900,2030,1090,1461,3017,3509,41,18.682796,11.48751,12.265297,7.096021,10.331328,21.25726,20.516428,34.597885,123,87,84,46,68,90,125,1,?
2578,2623,1747,1124,1880,3200,3063,36,20.800438,16.864696,12.483661,7.919024,12.576795,25.615433,21.021102,31.680257,115,82,73,46,83,106,100,1,?
3526,3682,2784,1571,2277,3890,3708,34,24.006632,22.12244,14.87454,8.217621,12.666701,23.734534,23.747204,29.15151,150,120,105,83,102,120,141,1,?
2861,2526,2182,1378,1999,2988,3324,30,19.381199,16.071799,12.275643,8.465117,13.232078,18.354847,20.582627,27.2164,123,97,92,71,84,116,128,1,?
2995,2487,2050,1280,2244,3386,3013,29,18.811098,16.649301,12.171945,7.60769,16.559788,21.625677,20.344446,25.571438,125,108,87,65,82,110,110,1,?
3343,2928,2017,1158,2510,3030,3064,27,19.928191,20.521949,12.351145,7.010177,16.114641,14.65575,18.152727,24.102807,136,103,89,64,101,114,132,1,?
3843,3747,2723,1219,2298,2830,3570,26,20.829057,18.979018,14.162078,5.894416,11.658554,13.642978,18.261929,22.573924,168,143,96,65,95,111,145,1,?
3053,2706,1825,1010,1811,2831,2463,23,18.476548,16.971771,10.892138,5.962611,13.617831,22.435063,16.143461,21.363758,132,97,71,47,70,81,105,1,?
